Nama Rumah Sakit,Kode Rumah Sakit,Jenis Rumah Sakit,URL,Tanggal Registrasi,Alamat,Kab/Kota,Kodepos,Telp,Kelas Rumah Sakit,Direktur,Penyelenggara,Update,Fax,Email,Humas,Website,Dokter Spesialis Anak,Dokter Spesialis Obstetri dan Ginekologi,Dokter Spesialis Penyakit Dalam,Dokter Spesialis Bedah,Dokter Spesialis Radiologi,Dokter Spesialis Rehabilitasi Medik,Dokter Spesialis Anestesiologi dan Terapi Intensif,Dokter Spesialis Jantung dan Pembuluh Darah,Dokter Spesialis Mata,Dokter Spesialis Telinga Hidung Tenggorokan,Dokter Spesialis Kedokteran Jiwa atau Psikiatri,Dokter Umum,Dokter GIGI,Dokter Spesialis GIGI,Perawat,Bidan,Farmasi,Tenaga Kesehatan Lainnya,Kamar VVIP,Kamar VIP,Kamar Kelas Satu,Kamar Kelas Dua,Kamar Kelas Tiga,Tenaga Kerja Non Kesehatan,Luas Tanah,Luas Bangunan,No Surat Izin,Tanggal Surat Izin,Surat Izin dari,Sifat Surat Izin
RS Jiwa Bandar Lampung,1871176,RS Jiwa/ RSKO,https://medicalclinic.id/rumah-sakit/daerah/kota-bandar-lampung/rs-jiwa-bandar-lampung.html,  23/09/1991, Jl. Raya Gd.Tataan KM 13 Bandar Lampung, Kota Bandar Lampung, 35001, 0721-271170, B, dr. Ansyori, Pemprop, 08/05/2017, 0721-271171, rsjlampung@gmail.com, 081279521234, rsjlampung@gmail.com,-,-,-,-, 1,-,-,-,-,-,  3, 10, 4,-, 65,-, 6, 17, Ruang, Ruang, 2 Ruang, 18 Ruang, 92 Ruang, 65, 60.000 m2, 6.123 m2, 135/Menkes/SK/IV/78, 16/01/1991, Menkes, Tetap
RSUD Sumedang,3211015,RSU,https://medicalclinic.id/rumah-sakit/daerah/sumedang/rsud-sumedang.html,  26/11/2012, Jl. P.geusan ulun no 41/Jl.Palasari No. 80 Sumedang, Sumedang, 45311, 0261-201021, B," Dr. H. Hilman Taufik WS, M.Kes", Pemkab, 08/05/2017, 0261-204970, rsud.sumedang@gmail.com, 085316356563, rsudsumedang.com, 5,-, 2, 3, 1,-, 1, 1, 2, 1,  2, 38, 1,-, 397, 35, 9, 71, Ruang, 42 Ruang, 29 Ruang, 42 Ruang, 194 Ruang, 443, 18.512 m2, 29.201 m2, 445.1/Kep.14/041030/DPMPTSP/2017, 28/02/2012, BPPT, Perpanjang
RSU PTP XII Bakti Husada,3510021,RSU,https://medicalclinic.id/rumah-sakit/daerah/banyuwangi/rsu-ptp-xii-bakti-husada.html,  30/01/2013, Krikilan Glenmore Banyuwangi, Banyuwangi, 68466, 0333-821118, C, dr. Syaiful Nur Mamzah, BUMN, 08/05/2017, 0333-821224, rsbhaktihusada@ptpn12.com, 082335537680, -, 1,-, 1, 2, 1,-, 1,-, 1, 1,  0, 7, 1, 1, 51, 8, 4, 10, Ruang, 4 Ruang, 4 Ruang, 10 Ruang, 58 Ruang, 47, 48.670 m2, 9.006 m2, 442.1/6.198/101.4/2009, 26/06/2009, DINKES PROP JATIM, Perpanjang
RSU Panti Waluya Sawahan,3573055,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-malang/rsu-panti-waluya-sawahan.html,  00/00/0000," Jl. Nusakambangan No.56, Malang", Kota Malang, 65117, 0341-362017, C," dr. Maria Tri Irama RDP, M.Kes", Organisasi Sosial, 08/05/2017, 0341-354068, rkz.sawahan@pantiwaluya.org, 0341-362017, http:www.pantiwaluya.org, 4,-, 15, 1, 3,-, 4, 2, 1, 3,  2, 29, 3, 1, 187, 8, 7, 11, Ruang, 10 Ruang, 34 Ruang, 44 Ruang, 78 Ruang, 246, 14.000 m2," 19.908,90 m2", 445/2/35.73.112/2012, 18/06/2012, Walikota Malang, Tetap
RSU Anuntaloko Parigi,7208011,RSU,https://medicalclinic.id/rumah-sakit/daerah/parigi-moutong/rsu-anuntaloko-parigi.html,  31/01/2012, Jl. Sis Al Jufri No.214 Parigi, Parigi Moutong, 94371, 0450-22251, C," dr. Nurlaela Harate, MPH", Pemkab, 08/05/2017, 0450-21032, rsud_anuntaloko@ymail.com, 0450-21032, rsud.parigimoutongkab.go.id, 3,-, 3, 2, 1,-, 2,-, 1, 1,  1, 7, 2,-, 184, 38, 7, 82, 2 Ruang, 17 Ruang, 26 Ruang, 35 Ruang, 73 Ruang, 114," 56.728,55 m2"," 29.413,5 m2", 6016/Yankes/pp-48, 01/01/1970, Menkes RI, Tetap
RSU METHODIST BINTANG KASIH,1208062,RSU,https://medicalclinic.id/rumah-sakit/daerah/asahan/rsu-methodist-bintang-kasih.html,  19/04/2017, Jl. Cokroaminoto No. 46 Kelurahan Kisaran Baru Kecamatan Kota Kisaran Barat, Asahan, 21211, 0623 41589, D, Dr. Patar MT. Panjaitan, Swasta/Lainnya, 08/05/2017,-,-, 082273007936,-, 1,-, 1, 1, 1,-,-,-,-,-,  0, 5,-,-,-,-,-,-, 5 Ruang, 5 Ruang, 10 Ruang, 12 Ruang, 14 Ruang, 9, 964 m2, 765 m2, 503/RS/BPPPM/625/X/2012, 26/11/2012,-,-
RSU LINA,1208060,RSU,https://medicalclinic.id/rumah-sakit/daerah/asahan/rsu-lina.html,  20/03/2017, Jl. Lintas Sumatera Aek Loba Pekan Lingk II, Asahan, 21274, 0853 6438 8862, D, dr. Ilham Wahyudi, Perorangan, 08/05/2017,-,-, 082360064113,-, 1,-,-, 1,-, 1,-,-,-,-,  0, 2, 1,-,-,-,-,-, 2 Ruang, 2 Ruang, 3 Ruang, 4 Ruang, 3 Ruang, 4, 1632 m2, 520 m2, 503/IRS/DPMPPTSP/0051/II/2017, 02/02/2017, Nazaruddin,-
RSU Panti Waluyo Yakkum Purworejo,3306082,RSU,https://medicalclinic.id/rumah-sakit/daerah/purworejo/rsu-panti-waluyo-yakkum-purworejo.html,  02/02/1994, Jl. Ahmad Yani No. 21 Purworejo, Purworejo, 54111, 0275 322 096, C," dr. REGOWO, M. Kes", Organisasi Sosial, 07/05/2017, 0275 322 096, pantiwaluyopwr@yahoo.com, 082 137 249 666, -, 1,-, 1, 1, 1,-, 1,-, 1,-,  1, 5, 2,-, 30, 1, 1, 6, 5 Ruang, 5 Ruang, 14 Ruang, 8 Ruang, 20 Ruang, 40, 3880 m2, 1468 m2, 445/3851/2014, 30/09/2014, DINKES KABUPATEN PURWOREJO, Tetap
RS Kusta Kediri,3571053,RS Kusta,https://medicalclinic.id/rumah-sakit/daerah/kota-kediri/rs-kusta-kediri.html,  31/01/2015," Jl. Veteran No. 48, Kediri", Kota Kediri, 64112, 0354-771062, C," dr. YUNIHAN GUSTAM, M.MKes", Pemprop, 07/05/2017, 0354-773479, kustakediri@yahoo.co.id, 0354-771062, http://rskustakediri.jatimprov.go.id, 1,-,-, 1,-,-, 1,-, 2, 1,  0, 11, 2,-, 20,-, 2, 9, Ruang, Ruang, 6 Ruang, 8 Ruang, 40 Ruang, 17, 15008 m2, 5750 m2, 503/2917/RSK/419.64/2015, 04/06/2015, BADAN PENANAMAN MODAL KOTA KEDIRI, Perpanjang
RSIA Cahaya Bunda,3274137,RSIA,https://medicalclinic.id/rumah-sakit/daerah/kota-cirebon/rsia-cahaya-bunda.html,  21/05/2015, Jl. Raya Perjuangan No. 8, Kota Cirebon, 45132, 0231-8333377/88, C," dr Erwin Didi Purnama, MMRS", Swasta/Lainnya, 07/05/2017,-,-, 0231-482121, -, 4,-, 1, 1, 1, 1, 1,-,-,-,  0, 8, 2, 2, 25, 27, 12, 11, 4 Ruang, 9 Ruang, 8 Ruang, 4 Ruang, 9 Ruang, 86, 2500 m2, 4310 m2, 503/0901-DINKES, 00/00/0000, Dinkes Kota Cirebon,-
RSUD Kuningan,3208013,RSU,https://medicalclinic.id/rumah-sakit/daerah/kuningan/rsud-kuningan.html,  21/02/2017, Jl. Jendral Sudirman No. 68 Kuningan, Kuningan, 45511, 0232-871885, B," dr. Hj. Titin Suhartini, MM", Pemkab, 06/05/2017, 0232-874701, rsudkuningan@yahoo.co.id, 0232-871885, tidak ada, 3,-, 1, 2, 1,-, 2, 1, 2, 2,  1, 14, 2, 1, 158, 33, 9, 67, Ruang, 10 Ruang, 38 Ruang, 42 Ruang, 104 Ruang, 156, 19685 m2, 13686 m2, 445.1/Kep.15/I.25.b/IPRSU-B-BPMPT/2014, 02/12/2014, Badan Penanaman Modal Perijinan Terpadu, Perpanjang
RSU Umi Barokah,3309074,RSU,https://medicalclinic.id/rumah-sakit/daerah/boyolali/rsu-umi-barokah.html,  01/11/2011," Jl.Prof.DR.Soeharso No.6 Tegal Rejo,Boyolali", Boyolali, 57311, (0276)321452, D," Dr. Dwi Rahkmawati, Sp.KK", Organisasi Sosial, 06/05/2017, (0276)321452, rsumibarokah09@gmail.com, (0276)321452, -, 2,-, 1, 1, 1,-, 1,-,-, 2,  0, 8, 2,-, 8, 22, 1, 7, 3 Ruang, 10 Ruang, 7 Ruang, 10 Ruang, 21 Ruang, 23, 11027 m2, 3180 m2, 645.3/03/30/XII/TAHUN 2014-P1, 09/12/2014, PEMERINTAH KABUPATEN BOYOLALI, Perpanjang
RSU Islam Pati,3318064,RSU,https://medicalclinic.id/rumah-sakit/daerah/pati/rsu-islam-pati.html,  25/12/2016, Jl. Raya Pati-Tayu KM.18Waturoyo Margoyoso Pati, Pati, 59154, 0295 452316, C, dr. H.Muhammad Nadhirin, Organisasi Islam, 06/05/2017, 0295 452316, rsislampati@yahoo.com, 085865997620, -, 2,-, 3, 1, 2,-, 1,-, 1, 2,  0, 13, 2,-, 90, 17, 5, 29, Ruang, 12 Ruang, 14 Ruang, 30 Ruang, 47 Ruang, 91, 12.061 m2," 6.524,12 m2", 440/382/2014, 01/03/2015, Dinkes Kab. Pati, Perpanjang
RS Jiwa Dr. Radjiman Wediodiningrat,3507026,RS Jiwa/ RSKO,https://medicalclinic.id/rumah-sakit/daerah/malang/rs-jiwa-dr.-radjiman-wediodiningrat.html,  01/12/2016, Jl. Jend. A.Yani Lawang Kab. Malang, Malang, 65208, 0341-429067, A," dr. LAURENTIUS PANGGABEAN, Sp.KJ, MKK", Kemkes, 06/05/2017, 0341-423785, rsjlawang@yahoo.com, 0341429067 1154, www.rsjlawang.com,-,-, 2, 1, 1,-, 1,-,-,-,  0, 31, 2,-,-, 1, 5,-, Ruang, 10 Ruang, 42 Ruang, 185 Ruang, 463 Ruang, 158, 2.567.790 m2, 416.990 m2, HK.02.03/I/0925/2015, 30/03/2015, Menteri Kesehatan, Perpanjang
RSU Budi Sehat Purworejo,3306110,RSU,https://medicalclinic.id/rumah-sakit/daerah/purworejo/rsu-budi-sehat-purworejo.html,  11/02/2016, Jl. W.R. Supratman No. 183Cangkrep LorPurworejo, Purworejo, 54117, 02753128272, D," dr. Putri Sayekti Mahanani, MPH", Swasta/Lainnya, 06/05/2017,-, rumahsakit.budisehat@gmail.com,-,-, 2,-, 1, 1, 1,-, 1,-,-,-,  0, 4, 2,-,-,-, 1,-, Ruang, 5 Ruang, 8 Ruang, 10 Ruang, 12 Ruang, 3, 2073 m2, 1570 m2, 188/4351/2015, 23/09/2015, Kepala Dinas Kesehatan Kab.Purworejo, Tetap
Rumah Sakit Umum BKM,1302012,RSU,https://medicalclinic.id/rumah-sakit/daerah/pesisir-selatan/rumah-sakit-umum-bkm.html,  24/01/2017, Jl Jend Sudirman Sago IV Jurai Painan, Pesisir Selatan, 25651, 07567464200, D, Dr Difitasari Cipta Perdana, Perusahaan, 06/05/2017, 07567464201, bhaktikesehatanmasyarakat@gmail.com, 082383641567,-, 1,-, 2, 3,-,-, 1,-,-,-,  0, 6, 2,-,-,-, 1,-, Ruang, 2 Ruang, 4 Ruang, 14 Ruang, 12 Ruang, 8, 5600 m2, 3280 m2, 570/01/Kpts/DPM&PPTSP.PS/I/2017, 19/01/2017, Pemerintah Kabupaten Pesisir Selatan, Tetap
RSU PKU Muhammadiyah Sruweng,3305103,RSU,https://medicalclinic.id/rumah-sakit/daerah/kebumen/rsu-pku-muhammadiyah-sruweng.html,  31/08/2008, Jl. Raya Sruweng No.5 Sruweng Kebumen, Kebumen, 54362, 0287-5506677, C, dr. H. Hasan Bayuni, Organisasi Islam, 05/05/2017, 0287-3872002, rsmuhammadiyahsruweng@yahoo.co.id, (0287)382597, rsmuhammadiyahsruweng.blogspot.com, 1,-, 2, 2, 1,-, 2,-,-, 2,  0, 10, 1,-, 131, 18, 6, 22, 2 Ruang, 17 Ruang, 15 Ruang, 21 Ruang, 64 Ruang, 110, 13.421 m2," 5.487,50 m2", 503/438/KEP/2012, 21/05/2012, BUPATI KEBUMEN, Tetap
RSU  Mokopido Toli Toli,7206012,RSU,https://medicalclinic.id/rumah-sakit/daerah/toli-toli/rsu--mokopido-toli-toli.html,  05/05/2017," Jl. Lanoni No.37 Toli-Toli, Sulteng", Toli-Toli, 94514, 0453-21300, C, Dr.Danial, Pemkab, 05/05/2017, 0453-21301, mokopido@gmail.com, -, -, 1,-, 1, 1, 1,-,-,-,-,-,  0, 7, 2,-, 132, 13, 12, 17, Ruang, 19 Ruang, 32 Ruang, 43 Ruang, 92 Ruang, 170, 50.000 m2, 42.350 m2, 503/01/op/I/kppt/2012, 05/01/2012, kep menkes, Sementara
RS IVAN HUSADA,1208061,RSU,https://medicalclinic.id/rumah-sakit/daerah/asahan/rs-ivan-husada.html,  19/04/2017, Jl Gatot Subroto No. 243 Kel Sentang Kec Kisaran Timur, Asahan, 21224, 0623 44606, D, dr. Desminawati, Perorangan, 05/05/2017,-,-,-,-, 1,-, 1, 1,-,-,-,-,-,-,  0,-,-,-,-,-,-,-, 2 Ruang, 6 Ruang, 8 Ruang, 6 Ruang, 6 Ruang,-, 500 m2, 450 m2, 503/IRS/BPPPM/0460/IV/2013, 14/03/2013,-,-
RSUD Dr Hadrianus Sinaga,1205024,RSU,https://medicalclinic.id/rumah-sakit/daerah/samosir/rsud-dr-hadrianus-sinaga.html,  12/01/2017, Jl. Dr Hadrianus Sinaga No. 86 Pangururan, Samosir, 22392, 0626-20923, C," dr. Priska Situmorang, MM", Pemkab, 04/05/2017, 0626-20923, rsuhadrianus@gmail.com, -, -, 1,-, 2, 1, 1,-, 1, 1,-,-,  0, 8, 1,-, 82, 25, 2, 30, 2 Ruang, 8 Ruang, 12 Ruang, 18 Ruang, 36 Ruang, 38, -27.775 m2," -10.259,5 m2", -495/Menkes/SK/V/2008, 28/05/2008, -MENKES, Tetap
RSIA Adina,3307035,RSIA,https://medicalclinic.id/rumah-sakit/daerah//rsia-adina.html,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RSU Dr. Oen Sawit,3309041,RSU,https://medicalclinic.id/rumah-sakit/daerah/boyolali/rsu-dr.-oen-sawit.html,  03/05/2017," Dk. Tegalarum, Ds. Kateguhan, Kec. Sawit, Kab. Boyolali", Boyolali, 57374, (0271) 782420, D," dr. Yusup Tjandra Rayon, MPH", Organisasi Sosial, 04/05/2017, (0271) 782421, rsoensawit@yahoo.com, 0271) 782420, -, 1,-, 2, 1, 1,-, 2,-,-, 1,  0, 9, 1,-, 32, 6, 1, 7, Ruang, 1 Ruang, 3 Ruang, 11 Ruang, 12 Ruang, 12, 4842 m2, 1875 m2, 645.3/1896/30/IX/TAHUN 20163.5.1179, 08/09/2016, PEMKAB. BOYOLALI, Tetap
RSU Muhammadiyah Lamongan,3524031,RSU,https://medicalclinic.id/rumah-sakit/daerah/lamongan/rsu-muhammadiyah-lamongan.html,  01/01/2000, Jl. Jaksa Agung Suprapto No 76 Lamongan, Lamongan, 62215, +62322-322834, B," Dr. Hj. Umi Aliyah, MARS", Organisasi Islam, 04/05/2017, +62322-314048, rsmlamongan@gmail.com, +6285203578263, www.rsmlamongan.com, 2,-, 4, 2, 7, 2, 5, 3, 1, 2,  1, 16, 3,-, 155, 10, 10, 80, 34 Ruang, 18 Ruang, 23 Ruang, 51 Ruang, 75 Ruang, 88, 27.953 m2, 16.959 m2, P2T/2/03.23/01/I/2015, 29/01/2015, Badan Penanaman Modal Pemerintah Provins, Tetap
RSUD Inche Abdoel Moeis,6472118,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-samarinda/rsud-inche-abdoel-moeis.html,  16/03/2015," Jl. H.A.M.M Rifaddin, Kel. Harapan Baru, Kec. Loa Janan Ilir, Samarinda", Kota Samarinda,-, (0541)7269006, C," dr. Andi Muhammad Idris, Sp.Rad, M.Si", PEMKOT, 04/05/2017, 7268893, rsud_iam@yahoo.com, (0541)7268960, rsudmoies.com,-,-, 2, 1, 1, 1, 2,-, 1,-,  0, 24, 1, 1, 131, 19, 5, 10, Ruang, 9 Ruang, 20 Ruang, 16 Ruang, 85 Ruang, 164," 12,4 H m2"," 12.175,06 m2", HK.07.06/III/1612/2007, 18/12/2007, Kemenkes,-
Rumkit Bhayangkara Pontianak,6171067,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-pontianak/rumkit-bhayangkara-pontianak.html,  19/10/2016," Jl. K.S. Tubun 14, Pontianak", Kota Pontianak, 78121, 0561 736610, C, drg. Sugiyato, POLRI, 04/05/2017, 0561 735511, rumkitbhayangkarapontianak@gmail.com, 085252620609, http://rsbhayangkarapontianak.org, 2,-, 2, 2,-,-, 2,-, 1, 2,  1, 5, 3,-, 53, 10, 2, 11, 1 Ruang, 13 Ruang, 25 Ruang, 28 Ruang, 32 Ruang, 41, 4427 m2, 259776 m2, 503/03/BP2T/R.I/RS/2013, 28/08/2013, WALIKOTA PONTIANAK, Tetap
RSB Jeumpa,6171085,RS Bersalin,https://medicalclinic.id/rumah-sakit/daerah/kota-pontianak/rsb-jeumpa.html,  01/08/2011, Jl. St. Abdurrahman No. 54 Pontianak, Kota Pontianak, 78121, 0561-765092, C," dr. Mohamad Taufik, Sp.OG", Perusahaan, 04/05/2017, 0561-740043, rsb.jeumpa@ymail.com, 0561-740043, -, 4,-,-,-,-,-, 2,-,-,-,  0, 8,-,-, 20, 12, 2, 6, Ruang, 4 Ruang, 6 Ruang, 5 Ruang, 6 Ruang, 22, 775 m2, 1250 m2, 503/02/DPMTK/R-IV/RS/2017, 18/04/2017, Walikota Pontianak, Tetap
RSU Kusuma Unggaran,3322073,RSU,https://medicalclinic.id/rumah-sakit/daerah/semarang/rsu-kusuma-unggaran.html,  19/02/2016, JL. LETJEN SUPRAPTO NO 62 UNGARAN, Semarang, 53112, 024-76917919, D, dr.Handaningrum.M.Kes, Perusahaan, 04/05/2017, 024-76917919, rs.kusumaungaran62@gmail.com, 024-76917919, -, 1,-, 1, 1, 1,-, 1,-,-,-,  0, 3,-,-,-,-, 2,-, 2 Ruang, 7 Ruang, 2 Ruang, 4 Ruang, 10 Ruang, 1, 2.600 m2, m2, 445/Ops-22/2015, 17/12/2015, DKK Semarang, Tetap
RSUD Teungku Peukan,1112011,RSU,https://medicalclinic.id/rumah-sakit/daerah/aceh-barat-daya/rsud-teungku-peukan.html,  21/03/2012," Blang Pidie,Aceh Barat Daya", Aceh Barat Daya, 23764, 0659-92522, C, dr. Adi Arulan Munda, Pemkab, 03/05/2017, 0659-92622, rsud_teungkupeukan@yahoo.co.id, -, -, 2,-, 1, 1,-,-, 1,-, 1, 1,  0, 17, 2,-, 197, 74, 2, 95, Ruang, Ruang, 21 Ruang, 31 Ruang, 138 Ruang, 166, 59.400 m2, 6.517 m2, IR-01.01.1.1.2700, 09/05/2007, Direktorat Jendral Pelayanan Medik, Tetap
RSU Karya Bhakti Pratiwi,3201245,RSU,https://medicalclinic.id/rumah-sakit/daerah/bogor/rsu-karya-bhakti-pratiwi.html,  11/02/2015, Jl. Raya Dramaga KM. 7, Bogor, 16680, 0251-8626868, C," dr. Tiningsih Hardiani, MARS", Swasta/Lainnya, 03/05/2017, 0251-8626969, sekretariat@karyabhaktipratiwi.co.id, 0251-8626868, www.karyabhaktipratiwi.co.id, 5,-, 4, 4, 2, 2, 3, 1, 1, 2,  1, 17, 5, 1, 84, 13, 8, 18, 3 Ruang, 10 Ruang, 22 Ruang, 24 Ruang, 30 Ruang, 76, 7630 m2, 8100 m2, 445/50/Kpts/Per-UU/2015, 12/01/2015, Bupati Bogor, Tetap
RSU Mardi Lestari Sragen,3314023,RSU,https://medicalclinic.id/rumah-sakit/daerah/sragen/rsu-mardi-lestari-sragen.html,  01/03/2012," Jl. Rokan No.8,Sragen", Sragen, 57211, 0271-891033, D," dr.Rosalia Sri Hidayati, M.Kes", Organisasi Sosial, 03/05/2017, 0271-894535, mardi_lestari2@yahoo.co.id, 0271-891033, -, 2,-, 4, 4, 1,-, 2, 1, 1, 1,  0, 8,-,-, 58, 5, 1, 22, Ruang, 14 Ruang, 8 Ruang, 28 Ruang, 35 Ruang, 84," 3247,50 m2", 2720 m2, YM.0204354473, 01/09/2012, Dep.Kes.YanMed, Tetap
RS Islam Nashrul Ummah,3524020,RSU,https://medicalclinic.id/rumah-sakit/daerah/lamongan/rs-islam-nashrul-ummah.html,  03/04/2012, Jl. Merpati No.62 Lamongan, Lamongan, 62200, 0322 321522, C," Muwardi Romli, dr. H. Sp.B. M.Kes", Organisasi Islam, 03/05/2017, 0322 321427, rsinashrulummah@yahoo.com / rsinashrulummah@gmail.com, 0322 321427, -, 2,-, 3, 1, 1,-, 1,-, 1,-,  0, 9, 2,-,-,-,-,-, 14 Ruang, 7 Ruang, 17 Ruang, 19 Ruang, 28 Ruang,-, 8.323 m2, 2.982 m2, HK.07.06/III/3396/08, 23/09/2008, Depkes RI, Tetap
RS Khusus Bedah BIMC,5103021,RSK Bedah,https://medicalclinic.id/rumah-sakit/daerah/badung/rs-khusus-bedah-bimc.html,  26/01/2010," Jl. By Pass Ngurah Rai No.100X, Kuta - Badung", Badung, 80361, 0361-761263, Belum ditetapkan," dr. Made Indra Wijaya, MARS", Swasta/Lainnya, 03/05/2017, 0361-764345, info@bimcbali.com,-, www.bimcbali.com,-,-, 2, 1, 3, 1, 4, 1,-, 1,  1, 23,-,-, 62,-, 1, 5, Ruang, 22 Ruang, Ruang, Ruang, Ruang, 86, 2450 m2, 1342 m2, 445/668/YANKES, 19/02/2012, Walikota Badung, Tetap
RSUD M. Th. Djaman,6105015,RSU,https://medicalclinic.id/rumah-sakit/daerah/sanggau/rsud-m.-th.-djaman.html,  31/08/2011, Jl. Jend Sudirman Sanggau, Sanggau, 78512, 0564-21070, C," dr. Edy Suprabowo, MKM.", Pemkab, 03/05/2017, 0564-22959, rsud.sanggau@yahoo.com, 0564-21070, -, 1,-, 3, 1, 1,-, 1,-,-, 1,  0, 10, 1,-, 159, 15, 4, 34, Ruang, 11 Ruang, 14 Ruang, 16 Ruang, 75 Ruang, 143, 23.727 m2, 18.000 m2, 417, 31/10/2016, Bupati Sanggau, Perpanjang
RS PKU Muhammdiyah Blora,3316063,RSU,https://medicalclinic.id/rumah-sakit/daerah/blora/rs-pku-muhammdiyah-blora.html,  07/12/2012," Jl. Raya Blora-Cepu Km 3 Jepon, Seso", Blora, 58261, 0296-532257, D," dr. Arief Tajally Adhiatma, MH.Kes", Swasta/Lainnya, 03/05/2017, 0296-525634, rsmuhblora@yahoo.co.id, 0296-532257, www.pkublora.com, 1,-, 2, 3,-,-, 2,-,-,-,  0, 8, 2,-, 21, 10, 1, 8, Ruang, 4 Ruang, 7 Ruang, 8 Ruang, 16 Ruang, 28, 7656 m2, 8000 m2, 440/175/2014, 28/03/2014, Pemerintah Kabupaten Blora, Tetap
RSU Prima Medika,3327045,RSU,https://medicalclinic.id/rumah-sakit/daerah/pemalang/rsu-prima-medika.html,  18/04/2016, Jl. Slamet Riyadi No. 321 Pemalang, Pemalang, 52313, (0284) 324221, C, dr. SLAMET WIDODO, Swasta/Lainnya, 03/05/2017, (0284) 324713, rspm_pemalang@yahoo.co.id, 081392381973, -, 2,-, 2, 2, 1,-, 1, 1, 1, 1,  0, 13, 3, 1, 24, 8, 2, 9, 2 Ruang, 4 Ruang, 8 Ruang, 19 Ruang, 48 Ruang, 30, 6385 m2, 1633 m2, 445/1197/IV/2016, 18/04/2016, Dinas Kesehatan Kab. Pemalang, Tetap
RSIA Budhi Mulia,1471395,RSIA,https://medicalclinic.id/rumah-sakit/daerah/kota-pekanbaru/rsia-budhi-mulia.html,  02/06/2016, JL Soekarno Hatta no 228 Pekanbaru, Kota Pekanbaru,-, 0761-8417200, C," dr. Budi Mulyana, SpOG", Perusahaan, 03/05/2017, 0761- 56226, informasi_budhimulia@yahoo.com, 085271177748,-, 3,-,-,-,-,-, 1,-,-,-,  0, 8,-,-,-,-, 4,-, 2 Ruang, 4 Ruang, 3 Ruang, 4 Ruang, Ruang, 14, 5500 m2, m2, 01/05.11/BPTPM/1/2015, 14/01/2015, NO. 75/BPT/Tahun 2013, Tetap
"RSUD Arifin Achmad,Pekanbaru",1471011,RSU,"https://medicalclinic.id/rumah-sakit/daerah/kota-pekanbaru/rsud-arifin-achmad,pekanbaru.html",  13/10/2013," Jl. Diponegoro No. 2, Pekanbaru", Kota Pekanbaru, 28285, 0761-21618, B," dr. H. NUZELLY HUSNEDI, MARS", Pemprop, 02/05/2017, 0761-20253, rsudarifinachmad@riau.go.id dan hikrsudaa@yahoo.co.id, ext. 2803, www.rsudpekanbaru.com, 10,-, 8, 3, 2, 2, 7, 3, 5, 5,  0, 59, 10, 4, 512, 82, 80, 143, 34 Ruang, 86 Ruang, 42 Ruang, 84 Ruang, 349 Ruang, 69, 55000 m2, 82352 m2, KPTS.10/I/2015, 08/01/2015, Gubernur Riau, Perpanjang
RSUD Salatiga,3373016,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-salatiga/rsud-salatiga.html,  04/03/2012," Jl. Osamaliki No.19,Salatiga", Kota Salatiga, 50721, 0298-324074, B," Dr. Agus Sunaryo, Sp. PD.", Pemkot, 02/05/2017, 0298-321925, rsud.salatiga@gmail.com, 106, www.rsudkotasalatiga.com, 5,-, 4, 2, 2, 1, 1,-, 2, 2,  2, 19, 2, 3, 182, 27, 4, 83, 6 Ruang, 31 Ruang, 48 Ruang, 20 Ruang, 134 Ruang, 142, 33600 m2, 9500 m2, 445/40/2013, 05/04/2013, GUBERNUR JATENG, Perpanjang
RSU RATU MAS BINJAI,1276076,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-binjai/rsu-ratu-mas-binjai.html,  29/01/2016, Jalan. Tengku Amir Hamzah No 281A, Kota Binjai, 20748, (061) 8828173, C," dr. Aulia Novasyra, M.Kes", Swasta/Lainnya, 02/05/2017,-, rsuratumas@gmail.com,-,-, 2,-, 2, 1, 1,-, 1,-,-,-,  0, 9, 1,-,-,-, 1,-, Ruang, 1 Ruang, 2 Ruang, 10 Ruang, 31 Ruang,-, 3498.3 m2, 807 m2, 445-287/K/XI/2015, 06/11/2015, DINAS KESEHATAN KOTA BINJAI, Tetap
RSU PRIMA MEDIKA,3504081,RSU,https://medicalclinic.id/rumah-sakit/daerah/tulungagung/rsu-prima-medika.html,  18/04/2016, Jl. Slamet Riyadi No. 321 Pemalang, Pemalang, 52313, (0284) 324221, C, dr. SLAMET WIDODO, Swasta/Lainnya, 03/05/2017, (0284) 324713, rspm_pemalang@yahoo.co.id, 081392381973, -, 2,-, 2, 2, 1,-, 1, 1, 1, 1,  0, 13, 3, 1, 24, 8, 2, 9, 2 Ruang, 4 Ruang, 8 Ruang, 19 Ruang, 48 Ruang, 30, 6385 m2, 1633 m2, 445/1197/IV/2016, 18/04/2016, Dinas Kesehatan Kab. Pemalang, Tetap
